movieCd,title,openDt,nation,genre,director,company
20235773,사랑엔 정의가 없다,20231211,한국,드라마,권만회,스마일픽쳐스
20228560,너와 나,20231025,한국,드라마,조현철,주식회사 필름영
20236317,미끼,20231214,한국,드라마,윤권수,(주)아크378
20231577,라방,20230628,한국,스릴러,최주연,올픽처스 주식회사
20232303,우리 돈 벌레,20231228,한국,코미디,윤재연,㈜스토리셋
20235927,김장원 살인사건,20231215,한국,멜로/로맨스,모니카,(주)영진크리에이티브
20217009,너의 순간,20230816,한국,멜로/로맨스,이상준,후앤유아츠(주)
20239900,어쩌면 우린 헤어졌는지 모른다,20230208,한국,드라마,형슬우,(주)26컴퍼니
20228895,캐리와 슈퍼콜라,20230118,한국,애니메이션,오성윤,(주)캐리소프트
20229424,별 볼일 없는 인생,20230112,한국,멜로/로맨스,서동헌,(주)나우콘텐츠
20200622,소년들,20231101,한국,드라마,정지영,(주)아우라픽처스
20227553,빅슬립,20231122,한국,드라마,김태훈,CINEBUS
20227552,비닐하우스,20230726,한국,범죄,이솔희,한국영화아카데미
20227676,두 사람을 위한 식탁,20231025,한국,다큐멘터리,김보람,킴프로덕션
20235421,세계를 뒤흔든 43일,20231116,한국,다큐멘터리,이규철,㈜콘텐츠 핏
20184601,제시는 그때 스무살이었다,20231214,한국,드라마,한명구,주식회사 시네마서울
20233947,매트,20231130,한국,미스터리,최지온,액츠픽처스
20236376,무빙 포 워드,20231213,한국,코미디,,씨제이 씨지브이(CJ CGV)(주)
20230652,찬란한 나의 복수,20230329,한국,드라마,임성운,주식회사 고래픽처스
20231681,오픈 더 도어,20231025,한국,미스터리,장항준,㈜컨텐츠랩 비보
20233036,강다니엘: 마이 퍼레이드,20230830,한국,공연,박재석,(주)위즈온센
20230522,2퍼센트,20230427,한국,드라마,문신구,엠에스케이컨텐츠
20205664,제비,20230412,한국,드라마,이송희일,(주)시네마달
20227658,홈그라운드,20231206,한국,다큐멘터리,권아람,영화배급협동조합 씨네소파
20211028,"안녕, 내일 또 만나",20230913,한국,드라마,백승빈,(주)루이스 픽쳐스
20236415,과외의 목적,20231207,한국,드라마,,주식회사 플릭스코
20224475,사랑의 고고학,20230412,한국,드라마,이완민,(주)맑은시네마
20227654,수라,20230621,한국,다큐멘터리,황윤,스튜디오두마
20227555,엄마의 땅: 그리샤와 숲의 주인,20230125,한국,애니메이션,박재범,한국영화아카데미
20235697,엔시티 네이션 : 투 더 월드 인 시네마,20231206,한국,공연,오윤동,씨제이포디플렉스 주식회사
20235264,백남준: 달은 가장 오래된 TV,20231206,한국,다큐멘터리,어맨다 킴,시소픽쳐스
20224646,여섯 개의 밤,20230329,한국,드라마,최창환,(주)컬쳐플랫폼
20234762,무경계,20231130,한국,다큐멘터리,진재운,(주)KNN
20232141,신입사원: 더 무비,20230803,한국,멜로/로맨스,김조광수,청년필름(주)
20230696,여덟 번째 감각,20230329,한국,멜로/로맨스,베르너 두 플레시스,(주)문라이트이엔티
20192995,보호자,20230815,한국,액션,정우성,(주)영화사테이크
20235582,수운잡방,20231202,한국,드라마,최연수,KBS
20236013,비욘드 라이브 더 무비 - 태민 : 엔.지.디.에이,20231129,한국,공연,,씨제이 씨지브이(CJ CGV)(주)
20227151,버텨내고 존재하기,20231101,한국,다큐멘터리,권철,(주)엣나인필름
20235570,스트리머,20231117,한국,멜로/로맨스,모니카,(주)영진크리에이티브
20235558,그림자 고백,20231125,한국,드라마,이대경,(주)아센디오
20235631,비투비 타임 : 비투게더 더 무비,20231115,한국,공연,,(주)케이티알파
20202026,마루이 비디오,20230222,한국,미스터리,윤준형,(주)발포플랜
20193879,비공식작전,20230802,한국,드라마,김성훈,(주)와인드업필름
20235194,걸스 인 원더랜드 : 벤타엑스 브이알 뮤직시네마 02,20231103,한국,,,벤타브이알
20204541,퀴어 마이 프렌즈,20230809,한국,다큐멘터리,서아현,시소픽쳐스
20230943,스트리머,20230510,한국,공포(호러),장형모,하이컨셉픽쳐스(주)
20219473,나는 여기에 있다,20230412,한국,범죄,신근호,(주)미학인우주선
20233687,서태지 25주년 라이브 타임: 트래블러,20230906,한국,공연,서태지,씨제이 씨지브이(CJ CGV)(주)
20211541,스프린터,20230524,한국,드라마,최승연,영화사 만화경
20235873,티빙 오리지널 운수 오진 날,20231117,한국,스릴러,필감성,스튜디오 드래곤
20227684,멍뭉이,20230301,한국,드라마,김주환,(주)와이웍스엔터테인먼트
20225880,잔고: 분노의 적자,20230913,한국,서부극(웨스턴),백승기,꾸러기스튜디오
20217425,더 와일드: 야수들의 전쟁,20231115,한국,액션,김봉한,(주)아센디오
20235473,백지영 콘서트 인 시네마,20231110,한국,공연,조윤수,(주)영화사 그램
20232516,너를 줍다,20231108,한국,멜로/로맨스,심혜정,시내필름
20232636,거미줄 (악어와 악어새),20230706,한국,드라마,김문옥,스마일픽쳐스
20225851,마인드 유니버스,20230920,한국,SF,김진무,굿인스토리
20226411,범죄도시3,20230531,한국,범죄,이상용,주식회사 빅펀치픽쳐스
20234722,마이 샤이니 월드,20231103,한국,공연,이후빈,메가박스중앙(주) 플러스엠 엔터테인먼트
20225881,붉은 장미의 추억,20231102,한국,드라마,백재호,(주)프로젝트42
20218656,롱디,20230510,한국,멜로/로맨스,임재완,트웰브져니(주)
20234939,비더원: 비퍼스트 더 무비,20231011,한국,기타,김하민,씨제이포디플렉스 주식회사
20234663,바람 따라 만나리 : 김호중의 계절,20231018,한국,공연,오윤동,씨제이포디플렉스 주식회사
20231773,빈틈없는 사이,20230705,한국,멜로/로맨스,이우철,(주)갤리온엔터테인먼트
20239959,봉태리,20231011,한국,멜로/로맨스,박정례,(주)보더레스랩
20234142,너의 시선이 머무는 곳에,20230906,한국,드라마,황다슬,(주)더블유스토리
20233014,타겟,20230830,한국,스릴러,박희곤,(주)영화사피어나
20233235,가문의 영광: 리턴즈,20230921,한국,코미디,정용기,(주)태원엔터테인먼트
20209245,번개맨: 더 비기닝,20230920,한국,애니메이션,한상호,한국교육방송공사 EBS
20232618,런닝맨: 리벤져스,20230810,한국,애니메이션,엄영식,(주)로커스
20224758,말이야 바른 말이지,20230517,한국,코미디,김소형,서울독립영화제
20230777,물안에서,20230412,한국,드라마,홍상수,(주)영화제작전원사 
20196799,경미의 세계,20230920,한국,드라마,구지현,한국예술종합학교 미디어콘텐츠센터
20233743,아이유 콘서트 : 더 골든 아워,20230913,한국,공연,,씨제이 씨지브이(CJ CGV)(주)
20227627,물꽃의 전설,20230830,한국,다큐멘터리,고희영,(주)영화사 진진
20232561,몸값part.2,20230705,한국,스릴러,전우성,주식회사 티빙
20232560,몸값part.1,20230705,한국,스릴러,전우성,주식회사 티빙
20211550,206: 사라지지 않는,20230621,한국,다큐멘터리,허철녕,필름소나
20231844,낭만여행,20230806,한국,코미디,박동기,낭만필름
20211539,피아노 프리즘,20230830,한국,다큐멘터리,오재형,필름다빈
20232164,그 노래,20230816,한국,드라마,오성수,에스지엔터테인먼트(주)
20224863,아포리아,20230126,한국,드라마,이주형,소나기픽처스
20225825,다섯 번째 흉추,20230802,한국,드라마,박세영,㈜인디스토리
20239691,방탄소년단: 옛 투 컴 인 시네마,20230201,한국,공연,오윤동,씨제이포디플렉스 주식회사
20232491,핑크퐁 시네마 콘서트3 : 진저브레드맨을 잡아라,20230726,한국,애니메이션,변희선,더핑크퐁컴퍼니(주)
20226533,좋.댓.구,20230712,한국,코미디,박상민,(주)영화사 업
20209296,군산전기,20230706,한국,다큐멘터리,문승욱,제니필름 
20231935,아버지의 마음,20230720,한국,다큐멘터리,김상철,파이오니아21
20224596,인드림,20230621,한국,액션,신재호,(주)넘버나인엔터
20232169,마마무: 마이콘 더 무비,20230621,한국,공연,임재경,드림엔진스튜디오 주식회사
20211937,귀공자,20230621,한국,액션,박훈정,(주)영화사 금월
20231937,제이홉 인 더 박스,20230616,한국,다큐멘터리,박준수,(주)하이브
20232639,극장판 슈퍼윙스: 맥시멈 스피드,20230720,한국,애니메이션,정길훈,(주)퍼니플럭스
20217412,낭만적 공장,20230419,한국,멜로/로맨스,조은성,크랭크업필름(주)
20239884,우리 사랑이 향기로 남을 때,20230208,한국,멜로/로맨스,임성용,(주)도깨비미디어
20200154,킬링 로맨스,20230414,한국,코미디,이원석,(주)영화사 이창
20226489,리바운드,20230405,한국,드라마,장항준,(주)비에이엔터테인먼트
20232568,하얀봄,20230705,한국,공연,최진아,한국문화예술위원회
20214823,유령,20230118,한국,드라마,이해영,더램프(주)
20232392,뮤지컬 윌리엄과 윌리엄의 윌리엄들,20230628,한국,공연,김은영,한국문화예술위원회
20231931,슈가: 로드 투 디데이,20230616,한국,다큐멘터리,박준수,(주)하이브
20217426,실버맨,20230614,한국,드라마,최윤호,(주)알투디투스튜디오
20224706,안나푸르나,20230608,한국,드라마,황승재,주식회사인시즌
20232051,뮤지컬 청춘소음,20230607,한국,공연,우진하,한국문화예술위원회
20231523,그 여름,20230607,한국,애니메이션,한지원,(주)레드독컬처하우스 
20232220,"2022 영탁 단독 콘서트 ""탁쇼""",20230628,한국,공연,송승연,씨제이 씨지브이(CJ CGV)(주)
20211941,살롱 드 서울,20230621,한국,기타,이자민,주식회사 씨엠닉스
20232195,뮤지컬 앨리스,20230621,한국,공연,윤상원,한국문화예술위원회
20231437,문재인입니다,20230510,한국,다큐멘터리,이창재,다이스필름(주)
20232065,김재훈의 피.엔.오,20230614,한국,공연,김재훈,한국문화예술위원회
20232183,비의도적 연애담 스페셜,20230614,한국,드라마,장의순,주식회사 넘버쓰리픽쳐스
20231957,박하경 여행기,20230607,한국,드라마,이종필,더램프(주)
20239957,무한궤도 (가면속의 거짓말),20230329,한국,범죄,김문옥,스마일픽쳐스
20228900,남자는 처음을 원하고 여자는 마지막을 원한다,20230518,한국,멜로/로맨스,이현준,연결고리컴퍼니(주)
20230967,보이지 않아,20230419,한국,드라마,천세환,주식회사 아웃런브라더스픽처스
20231615,뮤지컬 더 데빌 2021,20230511,한국,공연,조윤수,씨제이 씨지브이(CJ CGV)(주)
20231616,뮤지컬 호프,20230511,한국,공연,조윤수,씨제이 씨지브이(CJ CGV)(주)
20231427,거신: 바람의 아이,20230518,한국,애니메이션,신창섭,(주)그리메
20231674,플레이 뮤지컬 핑크퐁과 아기상어의 생일파티 대소동,20230517,한국,공연,김민석,더핑크퐁컴퍼니(주)
20231106,아머드 사우루스: 기계공룡제국의 침략,20230420,한국,애니메이션,강대일,대원미디어(주)
20225865,옥수역귀신,20230419,한국,공포(호러),정용기,(주)영화사조아
20231614,뮤지컬 더 데빌 2018,20230510,한국,공연,조윤수,씨제이 씨지브이(CJ CGV)(주)
20211683,차별,20230322,한국,다큐멘터리,김도희,이스크라21
20231544,"뮤지컬 공연실황, 알쏭달쏭 캐치! 티니핑 <신비한 상자를 열어라!>",20230503,한국,공연,홍승희,씨제이 씨지브이(CJ CGV)(주)
20227889,튤립 모양,20230419,한국,드라마,양윤모,(주)삼거리픽쳐스
20230804,불멸의 여자,20230405,한국,드라마,최종태,주식회사 영화사소요
20231343,캐리 러브콘서트 케이팝,20230420,한국,공연,이미리,(주)캐리소프트
20231090,밥만 잘 사주는 이상한 이사님 극장판,20230412,한국,드라마,양경희,헤븐리 주식회사
20212372,장기자랑,20230405,한국,다큐멘터리,이소현,영화사 연필
20231071,치치핑핑의 쿵쿵따 탐험대,20230410,한국,공연,이광범,(주)에픽캔
20230742,엘 카미노,20230329,한국,다큐멘터리,손미나,씨제이 씨지브이(CJ CGV)(주)
20206184,민족 ,20230301,한국,드라마,이세원,주식회사 씨엠닉스
20210544,웅남이,20230322,한국,코미디,박성광,(주)영화사김치
20211545,흐르다,20230329,한국,드라마,김현정,영화문
20226883,여기도 사람 있어요,20230301,한국,드라마,김충길,김충길 필름
20211544,컨버세이션,20230223,한국,기타,김덕중,풀잎필름
20211317,살수,20230222,한국,액션,곽정덕,(주)디에이치미디어
20230765,쏜애플 불구경 2022 라이브 콘서트 필름,20230308,한국,공연,금강산,씨제이 씨지브이(CJ CGV)(주)
20219457,그대 어이가리,20230308,한국,드라마,이창열,(주)영화사 순수
20228231,관계의 일변,20230201,한국,드라마,김기림,주식회사 씨엠닉스
20230495,아임 히어로 더 파이널,20230301,한국,공연,오윤동,씨제이포디플렉스 주식회사
20239612,"열여덟, 어른이 되는 나이",20230125,한국,드라마,주영,(주)체리코끼리
20215315,스위치,20230104,한국,기타,마대윤,(주)하이브미디어코프
20212851,강남좀비,20230105,한국,드라마,이수성,㈜리필름
20239570,10일간의 애인,20230112,한국,멜로/로맨스,이영용,(주)로드하우스
20224755,나는 마을 방과후 교사입니다,20230111,한국,다큐멘터리,박홍열,(주)스튜디오그레인풀
20190808,교섭,20230118,한국,드라마,임순례,(주)영화사수박
20228985,생각 그런거 없는데요,20230125,한국,드라마,하나,우리우리
20239590,위너 2022 콘서트 더 서클 더 무비,20230125,한국,공연,정치영,(주)와이지엔터테인먼트
20239704,뮤지컬 레드북,20230125,한국,뮤지컬,곽기영,씨제이 씨지브이(CJ CGV)(주)
20229492,마리앙투아네트,20230102,한국,뮤지컬,로버트 요한슨,씨제이 씨지브이(CJ CGV)(주)
20229517,뮤지컬 번지점프를 하다,20230102,한국,뮤지컬,윤영호,씨제이 씨지브이(CJ CGV)(주)
20229501,뮤지컬 배니싱,20230103,한국,뮤지컬,이헌재,씨제이 씨지브이(CJ CGV)(주)
20231042,빅토리,20240814,한국,드라마,박범수,(주)안나푸르나필름
20227570,울산의 별,20240124,한국,드라마,정기혁,후앤유아츠(주)
20248553,최소한의 선의,20241030,한국,드라마,김현정,(주)싸이더스
20239670,베테랑2,20240913,한국,액션,류승완,(주)외유내강
20228796,하얼빈,20241224,한국,드라마,우민호,(주)하이브미디어코프
20190353,사흘,20241114,한국,공포(호러),현문섭,(주)아이필름코퍼레이션
20249477,자기만의 방,20241120,한국,가족,오세호,(주)점프엔터테인먼트
20233217,더 킬러스,20241023,한국,드라마,이명세,(주)빅인스퀘어
20212352,1승,20241204,한국,드라마,신연식,(주) 루스이소니도스
20249411,힘을 낼 시간,20241218,한국,드라마,남궁선,국가인권위원회
20227527,공작새,20241023,한국,드라마,변성빈,싸리나무 필름
20247017,대가족,20241211,한국,드라마,양우석,게니우스 유한회사
20218459,드라이브,20240612,한국,스릴러,박동희,(주)엠픽처스
20241498,도토리,20240627,한국,드라마,허영철,원코리아미디컴 
20212932,탈주,20240703,한국,액션,이종필,더램프(주)
20236697,장인과 사위,20240215,한국,코미디,최이현,(주)지브라더스 컴퍼니
20208245,핸섬가이즈,20240626,한국,코미디,남동협,(주)하이브미디어코프
20200142,소방관,20241204,한국,드라마,곽경택,주식회사 에스크로드
20249502,"침몰 10년, 제로썸",20241121,한국,다큐멘터리,윤솔지,네번째달
20234686,그 여름날의 거짓말,20240828,한국,멜로/로맨스,손현록,왓어원더필름
20204271,행복의 나라,20240814,한국,드라마,추창민,(주)파파스필름
20246269,면접교섭,20241225,한국,다큐멘터리,이주아,감성스토리
20234045,설계자,20240529,한국,범죄,이요섭,영화사 집
20249733,사랑의 하츄핑,20240807,한국,애니메이션,김수훈,(주)에스에이엠지엔터테인먼트
20234713,딸에 대하여,20240904,한국,드라마,이미랑,(주)아토
20232134,돌핀,20240313,한국,드라마,배두리,한국영화아카데미
20190300,보고타: 마지막 기회의 땅,20241231,한국,범죄,김성제,(주)영화사수박
20236462,세입자,20241204,한국,SF,윤은경,올로미디어
20252467,자살 전 준비 운동,20241225,한국,드라마,이민규,
20233218,6시간 후 너는 죽는다,20241016,한국,스릴러,이윤석,(주)미스터리픽처스
20233213,여름이 끝날 무렵의 라트라비아타,20240911,한국,드라마,윤석호,(주)윤스칼라 
20236566,언니 유정,20241204,한국,가족,정해일,㈜스튜디오 하이파이브
20248530,아침바다 갈매기는,20241127,한국,드라마,박이웅,(주)고집스튜디오
20231415,소풍,20240207,한국,드라마,김용균,(주)로케트필름
20233261,청설,20241106,한국,드라마,조선호,(주)무비락
20248083,원 안에 사람들,20241214,한국,드라마,임철빈,창빛프로덕션
20247430,퍼스트레이디,20241212,한국,다큐멘터리,,서울의소리
20233781,미망,20241120,한국,멜로/로맨스,김태양,주식회사 제이콥홀딩스
20247574,아메바 소녀들과 학교괴담: 개교기념일,20241106,한국,코미디,김민하,(주)26컴퍼니
20232137,"결혼, 하겠나?",20241023,한국,코미디,김진태,(주)영화사 이창
20230137,"컷, 다시 갈게요",20241229,한국,드라마,김한재,플라시보 픽쳐스
20248059,취업의 정석,20241218,한국,드라마,,폭풍의 눈 
20233057,아마존 활명수,20241030,한국,코미디,김창주,(주)로드픽쳐스
20204422,오랜만이다,20241225,한국,드라마,이은정,(주)필름모멘텀
20249171,미생: 더할 나위 없었다,20241220,한국,드라마,,스튜디오 드래곤
20245682,보이지 않는,20241219,한국,액션,정희준,별별창작소
20241180,"괜찮아, 앨리스",20241113,한국,다큐멘터리,양지혜,오마이뉴스
20236228,오후 네시,20241023,한국,드라마,송정우,(주)에이치에스이디
20246939,정동원 성탄총동원 더 무비,20241218,한국,공연,나상인,(주)영화사 그램
20224726,섬·망(望),20241217,한국,드라마,박순리,순리필름
20240925,"안녕, 할부지",20240904,한국,다큐멘터리,토마스 고,(주)에이컴즈
20248335,에픽하이 20 더 무비,20240320,한국,공연,조윤수,(주)영화사 그램
20212402,모래바람,20241127,한국,다큐멘터리,박재민,홍시네
20247068,엔시티 드림 미스터리 랩: 드림 이스케이프 인 시네마,20241211,한국,공연,오윤동,씨제이포디플렉스 주식회사
20247246,김범수 25주년 콘서트 필름 : 여행,20241211,한국,공연,,롯데컬처웍스(주)롯시플
20245193,루프,20241204,한국,드라마,구상범,한국영상대학교
20243668,오늘부터 1일,20241206,한국,스릴러,김경수,무비글
20244546,"알엠: 라이트 피플, 롱 플레이스",20241205,한국,다큐멘터리,,(주)하이브
20225184,히든페이스,20241120,한국,스릴러,김대우,(주)스튜디오앤뉴
20245399,4분 44초,20241101,한국,공포(호러),박종균,(주)영화사 궁
20234710,한 채,20241120,한국,드라마,허장,DGC
20246609,"플레이브 팬 콘서트 ‘헬로, 아스테룸!’ 앙코르 인 시네마",20241204,한국,공연,,씨지브이 아이스콘
20247347,투모로우바이투게더 : 하이퍼포커스 인 시네마,20241204,한국,공연,김경국,씨제이포디플렉스 주식회사
20249398,카인의 도시,20241204,한국,드라마,송창수,(주)에이디엠엔터테인먼트
20235994,원정빌라,20241204,한국,공포(호러),김선국,(주)케이드래곤
20244555,더 영 맨 앤드 더 딥 씨 (비투비 임현식),20241204,한국,다큐멘터리,권진모,씨지브이 아이스콘
20234692,딜리버리,20241120,한국,드라마,장민준,한국영화아카데미
20225967,니자리,20240620,한국,공포(호러),홍상진,㈜금강상회
20247370,엘스타 2 : 드리미 스테이지,20241130,한국,애니메이션,,(주)넥슨코리아
20235815,아가미,20241127,한국,가족,유승원,영화로운 형제
20245671,백현: 론스달라이트 닷 인 시네마,20241127,한국,공연,김하민,씨제이포디플렉스 주식회사
20212407,씨앗의 시간,20241120,한국,,설수안,
20246134,블링크 트와이스,20241120,한국,,조 크라비츠,
20246394,"뉴클래식 프로젝트 미안하다, 사랑한다",20241116,한국,멜로/로맨스,,콘텐츠웨이브(주)
20240056,춘천대첩 72시간,20241113,한국,다큐멘터리,최동호,주식회사 나인픽처스
20246021,오빠 남진 라이브 콘서트,20241113,한국,공연,정인성,(주)바보들
20212428,되살아나는 목소리,20241113,한국,다큐멘터리,박마의,영화사 하르빈
20239574,세상 참 예쁜 오드리,20241024,한국,가족,이영국,주식회사 비씨엠
20227979,보통의 가족,20241016,한국,드라마,허진호,(주)하이브미디어코프
20246202,엘 스타 리:플레이 스테이지,20241109,한국,애니메이션,,(주)넥슨코리아
20233201,룩킹포,20241106,한국,드라마,김태희,스튜디오팔삼구
20245121,데드라인,20241106,한국,드라마,권봉근,제이티비씨(주)
20249457,"럭키, 아파트",20241030,한국,드라마,강유가람,㈜인디스토리
20236319,하와이 연가,20241030,한국,드라마,이진영,나우 프로덕션
20232205,우리는 천국에 갈 순 없지만 사랑은 할 수 있겠지,20241016,한국,드라마,한제이,(주)에스더블유콘텐츠
20185249,더러운 돈에 손대지 마라,20241017,한국,범죄,김민수,리양필름(주)
20212443,열 개의 우물,20241030,한국,다큐멘터리,김미례,감 픽쳐스
20245146,쏜애플 불구경 2024 라이브 콘서트 필름,20241030,한국,공연,,씨지브이 아이스콘
20244281,극장판 고래와 나,20241030,한국,다큐멘터리,이큰별,㈜에스비에스
20241425,내가 좀비?,20240925,한국,기타,성유경,변신리
20224666,파일럿,20240731,한국,코미디,김한결,쇼트케이크(주)
20232949,대도시의 사랑법,20241001,한국,드라마,이언희,(주)쇼박스
20242424,핑크퐁 원더스타 특별편: 호기와 도둑자동차,20240718,한국,애니메이션,,더핑크퐁컴퍼니(주)
20248364,폭설,20241023,한국,드라마,윤수익,린트필름
20232283,개그맨,20241023,한국,코미디,전승표,한국예술종합학교
20241101,호랑님의 생일날,20241004,한국,기타,이광범,(주)니즈텔레콤
20242495,브레드이발소: 빵스타의 탄생,20240914,한국,애니메이션,정지환,주식회사 브레드이발소
20242021,쥬라기캅스 극장판: 전설의 고대생물을 찾아라,20240815,한국,애니메이션,이재민,(주)스튜디오버튼 
20225826,양치기,20240612,한국,드라마,손경원,방과후 필름
20228535,페이퍼맨,20241016,한국,드라마,기모태,(주)태양미디어그룹
20244801,"하이라이트: 라이츠 고 온, 어게인 인 시네마",20241016,한국,공연,오윤동,씨제이포디플렉스 주식회사
